,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
329736,I162047022,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,B2,314,,2016-06-14 14:26:00,2016,6,Tuesday,14,Part Two,HOLLANDER ST,42.31568920000001,-71.08951391,"(42.31568920, -71.08951391)"
299015,I162080061,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E18,512,,2016-09-30 12:56:00,2016,9,Friday,12,Part One,BEACON ST,42.25486799,-71.11394064,"(42.25486799, -71.11394064)"
61974,I192012824,3111,License Violation,LICENSE PREMISE VIOLATION,C6,193,,2019-02-18 18:46:00,2019,2,Monday,18,Part Three,DORCHESTER ST,42.33090135,-71.05415731,"(42.33090135, -71.05415731)"
217094,I172061034,3410,Towed,TOWED MOTOR VEHICLE,C11,254,,2017-07-27 14:39:00,2017,7,Thursday,14,Part Three,BAY ST,42.31106959,-71.05610161,"(42.31106959, -71.05610161)"
137654,I182037438,2647,Other,THREATS TO DO BODILY HARM,B2,305,,2018-05-17 09:55:00,2018,5,Thursday,9,Part Two,WALNUT AVE,42.31878339,-71.09074228,"(42.31878339, -71.09074228)"
64080,I192010622,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A1,80,,2019-02-09 08:00:00,2019,2,Saturday,8,Part One,CLEVELAND PL,42.36611659,-71.05608684,"(42.36611659, -71.05608684)"
218444,I172059620,2610,Other,TRESPASSING,A1,112,,2017-07-22 20:37:00,2017,7,Saturday,20,Part Two,WASHINGTON ST,42.35512339,-71.0608798,"(42.35512339, -71.06087980)"
294371,I162084968,1402,Vandalism,VANDALISM,B3,459,,2016-10-16 09:00:00,2016,10,Sunday,9,Part Two,POWELLTON RD,42.3045083,-71.08075871,"(42.30450830, -71.08075871)"
205252,I172073561,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B3,428,,2017-09-05 14:08:00,2017,9,Tuesday,14,Other,BLUE HILL AVE,42.28238927,-71.09194475,"(42.28238927, -71.09194475)"
327739,I162049145,619,Larceny,LARCENY ALL OTHERS,B2,566,,2016-06-20 17:00:00,2016,6,Monday,17,Part One,MORTON ST,42.29894455,-71.10233161,"(42.29894455, -71.10233161)"
400797,I152077915,3410,Towed,TOWED MOTOR VEHICLE,D14,794,,2015-09-19 07:42:00,2015,9,Saturday,7,Part Three,ALLSTON ST,42.35127685,-71.13587892,"(42.35127685, -71.13587892)"
97706,I182079471,3301,Verbal Disputes,VERBAL DISPUTE,B3,442,,2018-10-01 22:30:00,2018,10,Monday,22,Part Three,HELEN ST,42.29307889,-71.08054237,"(42.29307889, -71.08054237)"
231811,I172045411,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D14,779,,2017-06-08 08:32:00,2017,6,Thursday,8,Part Three,ELMIRA ST,42.35314243,-71.15006629999999,"(42.35314243, -71.15006630)"
361936,I162012469,613,Larceny,LARCENY SHOPLIFTING,D4,130,,2016-02-16 13:38:00,2016,2,Tuesday,13,Part One,HUNTINGTON AVE,42.34749899,-71.07925506,"(42.34749899, -71.07925506)"
62741,I192012048,1107,Fraud,FRAUD - IMPERSONATION,D4,163,,2019-02-15 14:16:00,2019,2,Friday,14,Part Two,WASHINGTON ST,42.34175462,-71.06854770000001,"(42.34175462, -71.06854770)"
164182,I182009479,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A15,41,,2018-02-05 14:00:00,2018,2,Monday,14,Part Two,BUNKER HILL ST,42.37736388,-71.05791376,"(42.37736388, -71.05791376)"
302451,I162076354,617,Larceny,LARCENY THEFT FROM BUILDING,D4,624,,2016-09-12 08:00:00,2016,9,Monday,8,Part One,BOYLSTON ST,42.34601613,-71.0938121,"(42.34601613, -71.09381210)"
42345,I192033570,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,A1,84,,2019-05-06 19:13:00,2019,5,Monday,19,Part Three,HANOVER ST,42.36363208,-71.05464408,"(42.36363208, -71.05464408)"
5418,I192072723,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,D4, ,,2019-09-10 23:05:00,2019,9,Tuesday,23,Part Three,E BERKELEY ST,,,"(0.00000000, 0.00000000)"
253103,I172022640,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,B3,565,,2017-03-23 10:18:00,2017,3,Thursday,10,Part Three,WALK HILL ST,42.28340547,-71.10118272,"(42.28340547, -71.10118272)"
156870,I182017278,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,295,,2018-03-06 16:55:00,2018,3,Tuesday,16,Part Two,CIRCUIT ST,42.32379667,-71.08679506,"(42.32379667, -71.08679506)"
391848,I152087596,724,Auto Theft,AUTO THEFT,B2,326,,2015-10-21 23:47:00,2015,10,Wednesday,23,Part One,FAYSTON ST,42.31224327,-71.07549901,"(42.31224327, -71.07549901)"
36881,I192039215,2405,Disorderly Conduct,DISORDERLY CONDUCT,A1, ,,2019-05-25 17:58:00,2019,5,Saturday,17,Part Two,CONGRESS ST,,,"(0.00000000, 0.00000000)"
131895,I182043552,3115,Investigate Person,INVESTIGATE PERSON,C11,356,,2018-06-05 21:51:00,2018,6,Tuesday,21,Part Three,GENEVA AVE,42.29848866,-71.06313294,"(42.29848866, -71.06313294)"
223815,I172053944,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,795,,2017-07-04 21:00:00,2017,7,Tuesday,21,Part Three,N BEACON ST,42.35383025,-71.13934877,"(42.35383025, -71.13934877)"
121909,I182053939,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),C11,387,,2018-07-09 15:30:43,2018,7,Monday,15,Other,ADAMS ST,42.27523822,-71.06184598,"(42.27523822, -71.06184598)"
83953,I182094473,3501,Missing Person Reported,MISSING PERSON,B2,304,,2018-11-22 15:00:00,2018,11,Thursday,15,Part Three,WASHINGTON ST,42.31943966,-71.09467467,"(42.31943966, -71.09467467)"
238175,I172038546,3125,Warrant Arrests,WARRANT ARREST,E18,940,,2017-05-16 17:48:00,2017,5,Tuesday,17,Part Three,TRUMAN HWY,,,"(0.00000000, 0.00000000)"
145355,I182029390,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D14,938,,2018-04-19 22:05:00,2018,4,Thursday,22,Part Three,JETTE CT,42.3468275,-71.14319087,"(42.34682750, -71.14319087)"
39277,I192036726,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,E5,559,,2019-05-17 13:18:00,2019,5,Friday,13,Part Three,WASHINGTON ST,42.28309189,-71.131732,"(42.28309189, -71.13173200)"
66452,I192008117,3201,Property Lost,PROPERTY - LOST,D14,794,,2019-01-30 22:30:00,2019,1,Wednesday,22,Part Three,BRIGHTON AVE,42.35301119,-71.13261451,"(42.35301119, -71.13261451)"
128535,I182047020,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,178,,2018-06-16 20:13:00,2018,6,Saturday,20,Part Two,MASSACHUSETTS AVE,42.33152148,-71.07085307,"(42.33152148, -71.07085307)"
296091,I162083171,301,Robbery,ROBBERY - STREET,A1, ,,2016-10-11 01:00:00,2016,10,Tuesday,1,Part One,,,,"(0.00000000, 0.00000000)"
13595,I192063811,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,271,,2019-08-14 17:53:00,2019,8,Wednesday,17,Part Three,NORTHAMPTON ST,42.33463662,-71.07597593,"(42.33463662, -71.07597593)"
309049,I162069198,3410,Towed,TOWED MOTOR VEHICLE,B2,319,,2016-08-25 21:12:00,2016,8,Thursday,21,Part Three,WAYNE ST,42.3072423,-71.08551704,"(42.30724230, -71.08551704)"
419669,I152057218,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,351,,2015-07-11 09:32:03,2015,7,Saturday,9,Part Three,CHARLES ST,42.30078455,-71.06000691,"(42.30078455, -71.06000691)"
360657,I162013804,3114,Investigate Property,INVESTIGATE PROPERTY,D4,134,,2016-02-21 12:51:00,2016,2,Sunday,12,Part Three,BOYLSTON ST,42.35009599,-71.07732109999999,"(42.35009599, -71.07732110)"
337854,I162038383,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,C11,404,,2016-05-17 03:00:00,2016,5,Tuesday,3,Part Three,DORCHESTER AVE,42.27673598,-71.06683537,"(42.27673598, -71.06683537)"
360510,I162013981,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,E13,637,,2016-02-21 18:00:00,2016,2,Sunday,18,Part One,BOYLSTON ST,42.31761197,-71.10739121,"(42.31761197, -71.10739121)"
420498,I152056235,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E13,506,,2015-07-08 06:22:00,2015,7,Wednesday,6,Part One,PATTEN ST,42.2936715,-71.11537789,"(42.29367150, -71.11537789)"
172314,I182000857,3410,Towed,TOWED MOTOR VEHICLE,E13,578,,2018-01-04 06:52:00,2018,1,Thursday,6,Part Three,FORBES ST,42.3211829,-71.10682779999999,"(42.32118290, -71.10682780)"
379619,I152101127,613,Larceny,LARCENY SHOPLIFTING,D4,143,,2015-12-07 16:23:00,2015,12,Monday,16,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
198418,I172080770,1201,Embezzlement,EMBEZZLEMENT,D4,143,,2017-09-27 19:50:00,2017,9,Wednesday,19,Part Two,RING RD,42.34813158,-71.08027002,"(42.34813158, -71.08027002)"
400777,I152077940,2647,Other,THREATS TO DO BODILY HARM,D4,171,,2015-09-19 10:36:00,2015,9,Saturday,10,Part Two,MASSACHUSETTS AVE,42.33430734,-71.07422022,"(42.33430734, -71.07422022)"
267699,I172007102,423,Aggravated Assault,ASSAULT - AGGRAVATED,E5,822,,2017-01-26 20:14:00,2017,1,Thursday,20,Part One,BLUEVIEW RD,42.264378799999996,-71.14908495,"(42.26437880, -71.14908495)"
368427,I162005495,1846,Drug Violation,DRUGS - POSS CLASS E,D4,156,,2016-01-21 01:21:00,2016,1,Thursday,1,Part Two,TREMONT ST,42.33945339,-71.07992484,"(42.33945339, -71.07992484)"
74638,I182104806,3502,Missing Person Located,MISSING PERSON - LOCATED,C6,913,,2018-12-29 08:00:00,2018,12,Saturday,8,Part Three,NORTH POINT DR,42.32008642,-71.04121517,"(42.32008642, -71.04121517)"
115645,I182060510,3201,Property Lost,PROPERTY - LOST,C6,207,,2018-07-31 13:30:00,2018,7,Tuesday,13,Part Three,NORTHERN AVE,42.34582745,-71.03350831,"(42.34582745, -71.03350831)"
211749,I172066691,3201,Property Lost,PROPERTY - LOST,B3,467,,2017-08-14 10:06:00,2017,8,Monday,10,Part Three,WESTMORE RD,42.28469164,-71.09621548,"(42.28469164, -71.09621548)"
197921,I172081291,3301,Verbal Disputes,VERBAL DISPUTE,B2,593,,2017-09-29 11:44:00,2017,9,Friday,11,Part Three,FRANCIS ST,42.33457489,-71.10551207,"(42.33457489, -71.10551207)"
122018,I182053829,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,B3,427,,2018-07-09 09:05:00,2018,7,Monday,9,Part Three,BLUE HILL AVE,42.27470119,-71.09344053,"(42.27470119, -71.09344053)"
56525,I192018517,3502,Missing Person Located,MISSING PERSON - LOCATED,B3,416,,2019-03-12 17:30:00,2019,3,Tuesday,17,Part Three,WILMINGTON AVE,42.28029155,-71.07220576,"(42.28029155, -71.07220576)"
222500,I172055315,3207,Property Found,PROPERTY - FOUND,A7,17,,2017-07-09 02:23:00,2017,7,Sunday,2,Part Three,CHELSEA ST,42.37828589,-71.02903766,"(42.37828589, -71.02903766)"
110043,I182066522,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,767,,2018-08-20 10:25:00,2018,8,Monday,10,Part Three,SOLDIERS FIELD RD,42.35891094,-71.15765076,"(42.35891094, -71.15765076)"
301181,I162077710,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B2,586,,2016-09-22 18:32:00,2016,9,Thursday,18,Part One,PARKER ST,42.3293223,-71.09889669,"(42.32932230, -71.09889669)"
171864,I182001365,2405,Disorderly Conduct,DISORDERLY CONDUCT,D4,171,,2018-01-06 13:00:00,2018,1,Saturday,13,Part Two,HARRISON AVE,42.33511904,-71.0749171,"(42.33511904, -71.07491710)"
272334,I172002241,3501,Missing Person Reported,MISSING PERSON,B2,280,,2017-01-01 10:00:00,2017,1,Sunday,10,Part Three,DUDLEY ST,42.32872589,-71.08382217,"(42.32872589, -71.08382217)"
185936,I172094056,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,B2,321,,2017-11-10 11:09:00,2017,11,Friday,11,Part Three,BLUE HILL AVE,,,"(0.00000000, 0.00000000)"
6316,I192071744,3130,Search Warrants,SEARCH WARRANT,B3,415,,2019-08-01 20:48:00,2019,8,Thursday,20,Part Three,DRISCOLL DR,42.27851367,-71.07089501,"(42.27851367, -71.07089501)"
331811,I162044814,2610,Other,TRESPASSING,A1,72,,2016-06-07 12:27:00,2016,6,Tuesday,12,Part Two,ASHBURTON PL,42.35913932,-71.06196905,"(42.35913932, -71.06196905)"
307501,I162070894,613,Larceny,LARCENY SHOPLIFTING,A1,112,,2016-08-29 18:50:00,2016,8,Monday,18,Part One,WASHINGTON ST,42.35512339,-71.0608798,"(42.35512339, -71.06087980)"
334752,I162041697,1402,Vandalism,VANDALISM,A1,207,,2016-05-28 01:49:00,2016,5,Saturday,1,Part Two,HIGH ST,42.35407456,-71.05533533,"(42.35407456, -71.05533533)"
30898,I192045592,3301,Verbal Disputes,VERBAL DISPUTE,B3,428,,2019-06-16 01:12:00,2019,6,Sunday,1,Part Three,SUTTON ST,42.28197224,-71.08912459,"(42.28197224, -71.08912459)"
263827,I172011303,3301,Verbal Disputes,VERBAL DISPUTE,C11,345,,2017-02-11 10:57:00,2017,2,Saturday,10,Part Three,BENTHAM RD,42.30328747,-71.06363409,"(42.30328747, -71.06363409)"
195881,I172083442,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,D14,776,,2017-09-27 12:00:00,2017,9,Wednesday,12,Part Two,NOTTINGHILL RD,42.34416586,-71.15000526,"(42.34416586, -71.15000526)"
283045,I162097082,301,Robbery,ROBBERY - STREET,B2,183,,2016-11-27 13:26:00,2016,11,Sunday,13,Part One,DUDLEY ST,42.31895094,-71.06969362,"(42.31895094, -71.06969362)"
363926,I162010314,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),E13,307,,2016-02-07 17:18:00,2016,2,Sunday,17,Other,WALNUT PARK,42.31591905,-71.09691295,"(42.31591905, -71.09691295)"
239482,I172037159,619,Larceny,LARCENY ALL OTHERS,D4,150,,2017-05-11 17:53:00,2017,5,Thursday,17,Part One,COLUMBUS AVE,42.345075,-71.076123,"(42.34507500, -71.07612300)"
204591,I172074266,2647,Other,THREATS TO DO BODILY HARM,D14,788,,2017-09-07 12:01:00,2017,9,Thursday,12,Part Two,COMMONWEALTH AVE,42.33970952,-71.15175699,"(42.33970952, -71.15175699)"
233950,I172043139,3125,Warrant Arrests,WARRANT ARREST,C11,388,,2017-05-31 17:18:00,2017,5,Wednesday,17,Part Three,ADAMS ST,42.27230624,-71.06721386,"(42.27230624, -71.06721386)"
253184,I172022554,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,332,,2017-03-22 21:31:00,2017,3,Wednesday,21,Part Two,HANCOCK ST,42.31500277,-71.06593591,"(42.31500277, -71.06593591)"
126886,I182048775,616,Larceny,LARCENY THEFT OF BICYCLE,B2,291,,2018-06-14 18:00:00,2018,6,Thursday,18,Part One,COLUMBUS AVE,42.32987323,-71.09590774,"(42.32987323, -71.09590774)"
231854,I172045372,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,312,Y,2017-06-08 01:42:00,2017,6,Thursday,1,Part One,HOLWORTHY ST,42.31632131,-71.0892305,"(42.31632131, -71.08923050)"
53654,I192021530,3301,Verbal Disputes,VERBAL DISPUTE,E18,502,,2019-03-24 01:31:00,2019,3,Sunday,1,Part Three,JEWETT ST,42.28570914,-71.11730039,"(42.28570914, -71.11730039)"
326136,I162050847,2405,Disorderly Conduct,DISORDERLY CONDUCT,C6,913,,2016-06-26 06:30:00,2016,6,Sunday,6,Part Two,WESTWIND RD,42.31878665,-71.04178884,"(42.31878665, -71.04178884)"
121220,I182054645,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,C6,207,,2018-07-11 19:19:00,2018,7,Wednesday,19,Part Three,LIBERTY DR,42.3541276,-71.04460722,"(42.35412760, -71.04460722)"
230161,I172047218,1402,Vandalism,VANDALISM,D14,794,,2017-06-13 18:37:00,2017,6,Tuesday,18,Part Two,GLENVILLE AVE,42.34952912,-71.13472313,"(42.34952912, -71.13472313)"
94028,I182083334,3114,Investigate Property,INVESTIGATE PROPERTY,A7,902,,2018-10-15 12:35:00,2018,10,Monday,12,Part Three,MARGINAL ST,42.36728587,-71.04041697,"(42.36728587, -71.04041697)"
333767,I162042770,3301,Verbal Disputes,VERBAL DISPUTE,C11,823,,2016-05-31 17:31:00,2016,5,Tuesday,17,Part Three,PLEASANT ST,42.31353744,-71.05924913,"(42.31353744, -71.05924913)"
138364,I182036702,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,E13,637,,2018-05-14 19:30:00,2018,5,Monday,19,Part Two,CENTRE ST,42.31844739,-71.11238691,"(42.31844739, -71.11238691)"
300913,I162078000,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,503,,2016-09-23 19:02:00,2016,9,Friday,19,Part Three,CANTERBURY ST,42.2831924,-71.11154656,"(42.28319240, -71.11154656)"
129747,I182045771,3125,Warrant Arrests,WARRANT ARREST,C6,174,,2018-06-13 00:11:00,2018,6,Wednesday,0,Part Three,SOUTHAMPTON ST,42.32962107,-71.05763827,"(42.32962107, -71.05763827)"
368058,I162005895,3501,Missing Person Reported,MISSING PERSON,C11,346,,2016-01-22 13:15:00,2016,1,Friday,13,Part Three,JULIETTE ST,42.30584423,-71.06261555,"(42.30584423, -71.06261555)"
370417,I162003344,3301,Verbal Disputes,VERBAL DISPUTE,C6,211,,2016-01-13 03:08:00,2016,1,Wednesday,3,Part Three,ATHENS ST,42.33853726,-71.04931364,"(42.33853726, -71.04931364)"
382502,I152097891,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,379,,2015-11-25 20:09:00,2015,11,Wednesday,20,Part One,ADAMS ST,42.28397463,-71.05553564,"(42.28397463, -71.05553564)"
51888,I192023424,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,402,,2019-03-29 20:30:00,2019,3,Friday,20,Part One,DORCHESTER AVE,42.28526024,-71.06444063,"(42.28526024, -71.06444063)"
115795,I182060355,1415,Vandalism,GRAFFITI,D14,820,,2018-07-31 01:34:00,2018,7,Tuesday,1,Part Two,CAMBRIDGE ST,42.35602999,-71.13132737,"(42.35602999, -71.13132737)"
326919,I162050009,1402,Vandalism,VANDALISM,B3,434,,2016-06-23 19:21:00,2016,6,Thursday,19,Part Two,STANTON ST,42.28411373,-71.07938717,"(42.28411373, -71.07938717)"
241088,I172035451,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,544,,2017-05-05 20:06:00,2017,5,Friday,20,Part Three,SUMMER ST,42.26089606,-71.12488672,"(42.26089606, -71.12488672)"
293419,I162085996,3201,Property Lost,PROPERTY - LOST,B2,319,,2016-10-20 11:30:00,2016,10,Thursday,11,Part Three,NAZING ST,42.30664081,-71.08584976,"(42.30664081, -71.08584976)"
154588,I182019661,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,465,,2018-03-15 20:38:06,2018,3,Thursday,20,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
348019,I162027446,619,Larceny,LARCENY ALL OTHERS,D4,128,,2016-04-09 10:18:00,2016,4,Saturday,10,Part One,COLUMBUS AVE,42.34830017,-71.07212326,"(42.34830017, -71.07212326)"
56540,I192018493,2405,Disorderly Conduct,DISORDERLY CONDUCT,A1,102,,2019-03-12 20:46:00,2019,3,Tuesday,20,Part Two,TREMONT ST,42.35637531,-71.06213513,"(42.35637531, -71.06213513)"
294359,I162084983,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,345,,2016-10-17 11:33:00,2016,10,Monday,11,Part Three,HOMES AVE,42.3041156,-71.06424576,"(42.30411560, -71.06424576)"
335818,I162040544,3201,Property Lost,PROPERTY - LOST,D4,624,,2016-05-24 13:27:00,2016,5,Tuesday,13,Part Three,LANSDOWNE ST,42.34717363,-71.0964439,"(42.34717363, -71.09644390)"
279169,I162101289,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,142,,2016-12-10 17:30:00,2016,12,Saturday,17,Part Three,BOYLSTON ST,42.34783501,-71.08595518,"(42.34783501, -71.08595518)"
295580,I162083703,1300,Recovered Stolen Property,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,D4,143,,2016-10-12 17:00:00,2016,10,Wednesday,17,Part Two,RING RD,42.34813158,-71.08027002,"(42.34813158, -71.08027002)"
161038,I182012815,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,750,,2018-02-17 22:06:00,2018,2,Saturday,22,Part One,GERALD RD,42.34086177,-71.16020154,"(42.34086177, -71.16020154)"
367173,I162006874,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B2,269,,2016-01-26 13:50:00,2016,1,Tuesday,13,Part Three,FARNHAM ST,42.33049472,-71.07485767,"(42.33049472, -71.07485767)"
95516,I182081756,619,Larceny,LARCENY ALL OTHERS,D4,618,,2018-10-09 20:28:00,2018,10,Tuesday,20,Part One,FENWAY,42.34369126,-71.09103449999999,"(42.34369126, -71.09103450)"
251466,I172024377,2005,Offenses Against Child / Family,CHILD ENDANGERMENT,B3,417,,2017-03-29 06:00:00,2017,3,Wednesday,6,Part Two,ARMANDINE ST,42.28431486,-71.07410838,"(42.28431486, -71.07410838)"
253014,I172022727,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E13,509,,2017-03-21 16:30:00,2017,3,Tuesday,16,Part One,WACHUSETT ST,42.29458464,-71.11537644,"(42.29458464, -71.11537644)"
68843,I192005649,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,406,,2019-01-22 09:16:00,2019,1,Tuesday,9,Part Three,RIVER ST,42.27130225,-71.07442362,"(42.27130225, -71.07442362)"
19313,I192057821,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,D4,150,,2019-07-26 14:11:00,2019,7,Friday,14,Part Three,COLUMBUS AVE,42.343971,-71.077475,"(42.34397100, -71.07747500)"
230653,I172046691,2646,Liquor Violation,LIQUOR - DRINKING IN PUBLIC,C11,360,,2017-06-12 10:39:00,2017,6,Monday,10,Part Two,DORCHESTER AVE,42.29768954,-71.06090954,"(42.29768954, -71.06090954)"
374498,I152106780,724,Auto Theft,AUTO THEFT,B3,421,,2015-12-16 16:00:00,2015,12,Wednesday,16,Part One,MORTON VILLAGE DR,42.28024352,-71.08481509,"(42.28024352, -71.08481509)"
221891,I172055952,724,Auto Theft,AUTO THEFT,B2,296,,2017-07-10 20:30:00,2017,7,Monday,20,Part One,WARREN ST,42.32360785,-71.08256941,"(42.32360785, -71.08256941)"
21601,I192055387,1402,Vandalism,VANDALISM,C11,395,,2019-07-18 15:28:00,2019,7,Thursday,15,Part Two,DORCHESTER AVE,42.28006428,-71.06568887,"(42.28006428, -71.06568887)"
24678,I192052169,3115,Investigate Person,INVESTIGATE PERSON,B3,444,,2019-07-08 07:00:00,2019,7,Monday,7,Part Three,ABBOT ST,42.29686162,-71.08584183,"(42.29686162, -71.08584183)"
410066,I152067756,2647,Other,THREATS TO DO BODILY HARM,A15,50,,2015-08-15 04:00:00,2015,8,Saturday,4,Part Two,BUNKER HILL INDUSTRIAL PA,42.37817153,-71.07342383,"(42.37817153, -71.07342383)"
23698,I192053211,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,D14,768,,2019-07-11 11:13:00,2019,7,Thursday,11,Part Two,PARSONS ST,42.35712714,-71.15745927,"(42.35712714, -71.15745927)"
379906,I152100808,3410,Towed,TOWED MOTOR VEHICLE,A15,59,,2015-12-06 12:00:00,2015,12,Sunday,12,Part Three,THOMPSON SQ,42.3751514,-71.0639642,"(42.37515140, -71.06396420)"
209614,I172068953,2629,Harassment,HARASSMENT,C11,462,,2017-08-21 09:45:00,2017,8,Monday,9,Part Two,MALLON RD,42.30229282,-71.07511457,"(42.30229282, -71.07511457)"
87019,I182091113,3115,Investigate Person,INVESTIGATE PERSON,B3,429,,2018-11-10 13:23:00,2018,11,Saturday,13,Part Three,LUCERNE ST,42.284158399999995,-71.08942979999999,"(42.28415840, -71.08942980)"
329569,I162047190,301,Robbery,ROBBERY - STREET,D14,796,,2016-06-14 22:38:00,2016,6,Tuesday,22,Part One,COMMONWEALTH AVE,42.3518124,-71.12465238,"(42.35181240, -71.12465238)"
